text,label
Dad just gave me his old BlackBerry. Not that old... But it doesn`t even have a scroll ball. I want that Bold.,0
hollie steel  bless her. but go dreambears <33333 hahahahaha,2
26 pin multi core cable goes bad just B4 service,0
I am having a pretty good time at work talking **** with one on  the gymnastics gils,1
"It`s those little things you do, that make me love you.",2
I was expecting it to sync Google reminders also from google calender. I use them a lot. It has so much to do but since it cannot sync reminders like how it does for events. It's not what I am looking for.,0
"well, thanks for the app and the nice touches and effort that've been put in it. However, there are other simple things you can adjust: - adding colors options for every habit - making marking with color scheme and check marks at the same time - making an access on laptop - when I put measurable habit he ask me about the account twice!! Idw what is for? I know you want to keep the app with beautiful simplicity, which is great, but you should offer more options for those who wants more",2
How can I get my money back?,0
 I can`t believe you tweeted that. It was our special moment,0
It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take `em? #R2IMT,0
My dày,2
 I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,1
" http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",0
 suh-weet! perfect timing.,2
 Thanx sis I`ll b sure to let them know how many people r praying w/them...,2
Dang you internet. . . Its been down all night. . .,0
_reznor Trent don`t get mad at me but I keep thinking you`re pretending to be engaged for some reason,0
"Brilliant app, simple to use and does everything I need from a to do list",2
"To make it worse, its my friends party tonight, and I`m stuck here. I haven`t seen her for months",0
Worked for 2 days. Now I can't enter anything. I enter date time description hit save it says saved but nothing shows up on the lo k dial thingy. too bad nice. oncept. tho,0
" ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",2
Good app but need improvement,1
I made this huge revelation as I was doing the dishes( that everyone left for me) and now I totally forgot it. I hate when that happens.,0
 hahaha my boyfriend! yeah he looked so different there... but he`s so cute... i so want to watch the movie...,2
"Great app for staying focused, good way to track your time spent working in a more fun and engaging way",2
no one calls me anymore,0
Sooo much work so little time,0
 blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,2
 Aw...poor thing.,0
_louise so i can just watch that again  x,1
wondering if anyone has seen my cell phone i cant find it anywhere,0
Great app. Needs  a few things like task fail without consequences option. Mostly a full paid version without subscription or in app purchase. Not every one has everything connected to Internet all the time.,1
"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same",1
 It`s going to be a fun night and I`m helping host it!!!,2
"Popping out to see SAMSON AND DELILAH this arvo, hear it is good",2
 sorryyy milerz that i can`t vote i would love to vote but it doesn`t works i`m sad  and very frustraded  :@ :@ --__--,0
" un cross them please..I was planning on buying a lambo this summer, next stop,, pitsvillle baby...=people carrier",1
Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,1
well paisley has one of those cone things around her head...SO funny but I feel bad for her,1
"I liked, but in my cellphone had some bugs (galaxy A8+). I think if this app had a function to sync with the phone calendar (google calendar or samsung calendar) it would be much better",1
"I Love the concept, I've always saw the parallel between RealLife and an RRG in terms of skill growth and education.",2
"So I love this app- I think it's perfect for what I needed, at the time. Sadly my job changed and so did my need for a calendar/planner. Artful Agenda was still great but I found myself no longer using the stickers or really having time to add information to it. I canceled my subscription- they were super easy to work with. I still recommend this app to girls when asked - ❤❤ I love and miss Artful agenda. When my job changes again I'll be back.",2
It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,1
Pshh i dont have it,0
Painting my room =,1
 Hi frenchie *-* i`ll do that...later  :p,1
"I still really miss being able to synch important to-do's (i.e. exams) with my calendar app, as I believe Wunderlist was able to do. Besides that, I'm very happy with the ease of use and functionality of this app, helps me everyday.",2
It's an amazing app. Does what it promises. Easy to use and a cool feature is it pushes due tasks to the next day which helps a lot.,2
why im not sleeping  !!,0
 Can`t wait to see it tonite!! should be hilarious,2
"too much good food on this Mother`s Day. not that i`m complaining! Seafood, durian puffs and macarons! yum!",2
"It was good because: -It had the time in form of a clock -It told you the time before a session -It told you the time each session lasts But since I dont have premium, it doesn't let me choose different colors, which is not too bad. Yet, i would like that option for free.",2
Adds not to frequent. Good time tracker,2
"remember, dont let your small list cover your big list...its too little to even worry about it.",1
 http://twitpic.com/4vw9a - lol wow I`m watching X-men: The last Stand right now too,1
Rain rain go away,0
"Goooooodmoring , I don`t want to be up I am YAT   happy birthday again _aygee !",2
" me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",1
is ready for summer!!!,1
 Ha! Did she find out? The only thing Google came up with was some database acronym and 'dibbs' on the front seat aka shotgun,1
"Beers & whiskey = awesomness, work in 8 hours = sourness",1
" Oh ok,Thanks.Dont know where the courthouse id either,I`ll learn though.Any nkotb? Twitter stole my pic again  it hates me",0
" No, it`s annoying and makes us girls that follow sports and are knowledgable look dumb",0
 http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,1
" Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",0
"pff, Life sucks sometimes!",0
My near daily exercise is starting to show results.,1
 He is the truth! But what about Maxwell? You can`t forget the future father of my children!,1
THiNKiNG 0f HiM  <3,1
 yes .. thats a problem   #prism #fail,0
Not happy got a big choice to make,0
  How come everyone seems to make so much more money than me.,0
" actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",1
"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",2
 why thx! #webdu I was only at the conf on Thurs,1
Last day for seniors bye bff,0
 waaa you too,1
"I've tested dozens of habit and routine tracking apps. The clean layout, useful widgets, and versatility of this one puts it above the rest. Even without premium, it is highly functional. Furthermore, premium is a one-time purchase rather then a monthly/annual fee, which was a deciding factor for me.",2
" time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",1
I like this app. It's simple and gets the job done. Only downside is you're allowed to track up to only seven habits without the premium version.,1
Send me your Blog`s RSS feeds I have a site that will republish and send traffic to your site...,1
_Daughtry  FYI Canada cannot see the VH1 preview of the video,1
don't bother with this planner app. there are lots of other apps that do the same thing. this app has intrusive ads thats pop up at random. if you close the app and open a different app planner pro will open a pop up on the new app your using. seriously don't even bother with this BS,0
 i know!  This season has just zoomed by!,1
How do I put on homescreen?,2
 your welcome,1
This is a very easy to use app which allows you to customize the habits you're trying to change or add. It allows you to set floor and ceiling goals within each habit and identifies your streaks. It's fantastic!,2
Ive totally not got that job  i can just tell.,1
Was meant to go play cricket but can`t get a lift so I`m now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,0
I don`t like when my g1 changes.    I feel like google should send me an email and tell me all the things they`re gunna do to my phone.,0
 I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the pic!,1
 Haha...YAY!!! I`M CURED!!!!,2
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",2
 aw. you level up. haha but just try to manage your money.,1
_sm Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.,1
Really disappointed I can`t make it to bloomington for  launch party tonight  if you`re around you should check it out,0
"This app sucks if you dont have the Pro version. I only had for a few min and couldn't do more than add a task. I tried to add an event, and wanted to sync chromebook to cell but it wouldn't let me.",0
"Alright, so playing cards in the rain wasn`t the smartest idea, and now I might be sick... but it was fun",1
"Love it especially the natural language e.g write every tuesday, friday do ... Then it will automatically repeat ... Every tuesday, friday.",2
http://twitpic.com/33hus that`s my baby,1
 Why I gotta be all that?... I sad now,0
tomorrow will be my last day in work.. how sad.. bye Ange,0
is missing out on the sunshine and trying to stay awake after having just 2 hours sleep,1
Really like the app. However it is multiplying my tasks on a daily basis and i cant delete them as fast as they appear... frustraring not using it right now,1
"() UGH, i love tila. haters need to shut up",1
"The widget is not getting updated until I go into the application. The app 
is good but this is irritating. Please fix this. I have already bought Pro 
and widget pallete.",1
_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,0
Hope there'll be a tab for Events,2
"@_dritan Dam you, I want an #android, stupid only rogers",0
Wants To Dress Up,1
Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,2
" praying you get better soon you sweet one , sorry your still not well",2
" a midwest girl, lol....so close and yet so far",2
" ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",1
waste of time...dont download,1
" Would love it if you guys toured here, really! Philippines tour?",1
"could not get any realtime notification at all. enabled all notifications, android6.0 or higher option, disabled battery optimization and other security settings. The only time i get the notification is when i manually open the app itself, but then it has already been past the time set.",0
Not allowing me to delete my account,0
has just joined twitter. reeeally dont understand how to use this lol,1
@_ahseya_ cool i want you to take a look at this and tell me what you think,1
I wanted a to do list.. this is not such.. continually asking to name things unnecessarily complicated ~ KISS,0
I am beginning to think sun blcok is a haox.,0
Scheduling reminder intervals does not work!!!!,0
SO MUCH WORK !,0
  heyyhoo!heyhey,1
"3 days of frisbee, three nights of partying and sprained ligaments. Can`t imagine a better long weekend",2
 It`s not much better than instant.,1
A great app. I just downloaded it and I already love it. The only issue here is slight ui bugs. November 2017 gets covered up by the tabs at the top and on the day section the date runs into the calender layout. Again great app but those errors make the app look less professional. I would recommend rescaling the fragments so they fit better on the page as well as the toolbar. Definitely am recommending to friends though,2
Free version only supports 5 habits which is basically nothing,0
"Justin Timberlake, How You can easily become a reiki master?  at http://tinyurl.com/reiki88",1
cant sleep... my tooth is aching.,0
Maybe going apartment shopping with Ashley?,1
"Can you make the graph fully editable eg without importing from calendars? 
I want to be able to add stuff without it having to access my calendar",1
"It's perfect application , I love it",2
 love watching your yt videos and am really looking forward to seeing the collection vid,2
HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,2
I'm sure this would be a great app... if you could actually use it. But it only allows you do add things from another calendar making it useless if you don't have one.,0
 7pm? So early. Dat`s 4pm my time.,1
i hope unni will make the audition . fighting dahye unni !,2
Wishing everyone a Happy Mother`s Day.  xoxo,2
 Thanks. End up going to Makino Chaya,2
Chocolate milk is so much better through a straw. I lack said straw,2
Can't set times for when tasks need to be completed. Can't tick off tasks for the next day,1
Works great!,2
Realistic approach on time management. 😇,2
The Taxi Q at Pelangi was super loooong.. and now I`m getting headaches because of the hot-cold transition,0
 hello hello hello  what u up to tonight??,1
"10pm tonight, International Space Station will by over head, through most of Texas at least",1
Sadly I am bprohibiting myself from tweeting tonight. Sorry,0
Lacking calendar/monthly overview to be able to perceive tasks & projects also in a timely manner! So that essential dimension is just missing.,0
"I Love this app. It helps me stay organized and reminds me about every single task I have. The UI is great, and integration with Outlook (flagged emails) and windows is exceptional I'd also love the idea option to 'review my day' to know exactly how much I got done; and integration with Outlook's calenders - that would be nice... Microsoft has some amazing apps and getting to use them all ends up feeling natural... Hats off to the developers",2
Was woken up by my screamin lil nefuew,0
" Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",0
 Thanks for the hint.  http://tinyurl.com/chtx7e.,2
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,0
Woo - got a fast mobile broadband connection now,1
"been busy at work, now must run before traffic is too bad.",1
Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,2
 hahaha we just won`t tell him will we?,1
I`ll go now.I`ll watch teen nick!,1
It is good sometime app does not work properly. Intimation not shown on time.,1
" WOOHOO!!!!! nothing says a hot date night than a squeegee! LOL i`m watching Dora on noggin with my 2yr girl, hubs is at work",2
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,0
has finally started his serious revision - has just completed an english BG mock,1
Does not sync with MS Exchange calendar,0
"Great app, but why can't it show dates as mm/dd/yy or dd/mm/yy?? It would be a great asset to have! If you add this on an upcoming update, will download again and keep (Currently uninstalled)",1
 it feels like ages away! More than 5 months,0
Back in the office for a hectic week - but the weekend was awesome,1
How does it work ?,0
 Exactly. She becomes completely incapable of anything unless he`s there helping her. Too many of those are out there.,2
 I`ll give u an icecream ?,1
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,0
" bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",0
Really great! I have trouble staying focused on my studies but this had me studying uninterrupted for hours on end. I live all the great designs but I just wish there was more options for the start up pack for the trees and the ambiance music but overall brilliant!,2
"Happy Birthday to meeeee!! Excited to go out tonight, but I`m gonna miss my girl",1
"Awake, no migrane (yey) but tummy is hurting, evil IBS",0
YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,0
"very simple app to track your progress towards acquiring a habit, the only downside is that you can't sync the app as it says ""no internet connection"" when there absolutely is. Also, together with this bug all forums are no longer available as well as daily quotes, it's just gone. Previous rating was 5 stars, but with this bug continuing for half a year now I can only give 2 stars.",0
http://twitpic.com/664oz - this is what happens when i have no models,1
I shrunk my favourite cardigan.  Hubby said he`d buy me a new one. I practically lived in it and it`s gone. I shall say a few words ;),0
 I **** love the **** internet.,2
"Nice but it's really irritating that you can't edit frequency! Or a start date but I could live with that. Unfortunately, when your schedule / circumstances change, you have to create a new habit because you can't change days and frequency! EDIT: Thanks guys for the prompt response! Fingers crossed the update with this feature is released soon! 🤞",1
 YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,2
"I like how it allows me to set any number of reminders, minutes/hours/days/weeks in advance either by push notification or email. But many little bugs pepper this app. The calendar view will bug out and not map to the selected month from time to time. The location field tries to be smart by giving you a 'maps like' autocomplete, but this is annoying when you just want 'gym'. For some reason the first letter of an event name isn't registered by autocorrect, so 'Event' turns to 'venting'.",1
There is ALWAYS one JOYKILL in the crowd!    haters!,0
Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,0
Is off to meet my folks after a while...gonna b a working weekend too,1
"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",2
The app has stopped synching and cant get it working very frustrating. I paid for premium and no one replies to help resolve which is a real shame as the actual app when working is very good.,0
 Ben and Jerry...yummmmy!!!,2
 i hope so  I KNOW WOO! haha 2 times  it was exciting lol,2
"The app is useful on the phone and tablet. I purchased it believing that it would also work on my smartwatch as displayed in the pictures. You will only get reminders, not a watch face. The picture of the smartwatch is misleading. Either develop the watch face app or remove the picture of it.",1
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",0
I caaaaan`t sleep.....it`s 3.30am! wahhhh... i wanna cry,0
Great app but it never archived old chores so didne let points,1
 aww that sounds sad,0
morning twit-friends! welcome to my new followers,2
 shes must be a truly amazing woman for having a phenomenal son..,2
It's really a nice app.,2
 i didnt get the msg!! :`( but i bought princess,0
catching up on my reading... twitter n BF break,1
I'm using the premium version a few days now. I'm not getting any notifications for my reminders. I checked the menu and everything is fine. Is there something you can do to help?,2
 It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,0
 Aw what about me,1
 thanks! You`re the first one to wish me a happy mother`s day,2
"is bored, cant go on habbo stupid ban",0
man.. it`s starting to rain real hard..,0
 kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday **** happy mayday btw ****,2
so tired after work...but i have King`s Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,0
"Upshot: If they want to hunt you down... uhh... well, I wish y`all the best of luck, tweeps!",1
Great for organization. I love the color scheme and wide access. Works great with reminders and has a good set up👍🏻,2
depressed; my best friends pissed @ me,0
"Might be good, but it doesn't have task library and trying to set everything up myself is not worth it.",1
 with 14mph winds!!,1
 i want to see you on tour!,1
Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,0
 I am so sorry.,0
Great app it's very quick to make notes,2
goodnight to all.,2
Happy mothers day to all the mums!,2
i am talking on the phone!!!!!! to paul!!!,1
My paycheck was nothing but a piece of paper.,1
first time in weeks to see the clear blue sky,1
Waiting for 5:00 & having cramps,0
"Steve makes fruit smoothies for me each day & they are berry delicious, I made mine today & it was berry, berry bad",0
"It sounded good, so I installed it. My first task is an annual subscription 
reminder. This app doesn't offer an annual reminder so, yet again, I'd have 
to use two different apps for tasks. Why can't anyone get this right.",0
Blocked the acct for one of my most hated sports teams. That felt really good.,2
wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,2
Be the Champion of your real-life Quests,2
"I love this app! I can set times, and my tasks will appear in that order. I can set several reminders. When I click Done, the task goes to the bottom under Completed. The app keeps track of my productivity. I like that I can group my tasks in categories. I especially like that when I click on the date, all of my tasks automatically appear. I don't have to be overwhelmed by how much I have to do. I just take 1 task at a time. There's even a Promo timer embedded to help me stay on track.",2
So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,0
"I'm adding a star because the import from Wunderlist was seamless, but otherwise the fact that I cannot drag and drop/reorganize stuff manually absolutely sucks. Soon as I can get my lists imported into something else, I'll be moving on.",0
Took a long nap...I feel like I should still be asleep,1
need some Pizza...can`t get out of office,1
"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen",2
I`m not ditchin i`m barfin so sorry guys  ESOTSM;,0
just watched yes man. bahaha. that movie is messed up,0
has stuff to do but refuses to do them.  :[,0
"Broken from the start, can't do anything",0
"I loved this app when I first got it. Though I still find it useful, the app vs desktop functionality leaves something to be desired. Still, I would have given a higher rating if the app didn't have a habit of moving tasks to a random calendar date instead of the one I selected. I'm not sure I'll purchase a second year subscription.",1
ok.  i got my nails done to day an the are sweet.,2
"Aw man, Half Term isn`t long enough    lol!",0
"Every time it rains, I see at least 1 ambulance",0
  are you having a bad day?,1
A good app but does not show full month tasks and that makes it hard to plan ahead or look back to previous events,1
I`ve had a sore throat since monday morning ...I`m just sick of it hurtin and I want some freakin sleep!,0
calendar sync for a productivity app is a pro only feature,0
 How lovely,2
"The app is really great and don't even need the paid version. Unlike what people said, I found it quite easy to set up. I wish the ""custom repeat"" had option to choose which day of the week and not the frequency of days, as my schedule varies (schema as : 4 days A followed by 3 days B). I really love the widget option also. I just downloaded it but if I keep using it then I will consider buying the pro version to support the creators.",2
Very helpful to have reminders and important details at your fingertips. I wish there was a way to have it synch with an app or program on your computer.,2
 good luck!! How exciting,2
watching because i said so! happy mothers day!,2
 that`s not good to hear!  i hope everything is fine..i will keep you & your family in prayer! I LOVE YOU ISABELA URIBE,1
Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,2
"Not only is the app bad, the second they have your email address they start spamming you. --- Response. Hey Doist I have a better idea, quit taking people's email information and spamming them without their permission.",0
 thanks so much for the belated #followfriday shout out #payingitforward,2
My Tummy Hurt,0
"Perfect task tracking app I absolutely love automatically set repeated tasks. For example, you write ""pay rent every 25th"" and the task sets repeat every 25th day of month",2
Recurring tasks are behind a pay wall. Ridiculous to have to pay a monthly subscription for such a simple feature App is a little ugly and not customisable.,0
" we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",0
 Hope you get your car today   Hate anything that stops me from my work ;),1
 That sucks majorly...hhhmmmnnn...I`m thinking...I would`ve said the self tanner or a really good concealer...I`m stuck,0
Every customisable feature you could think of,2
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,2
_Zol I would like to make a comment about the password but I can`t on this medium,1
great app. could be better if I could have the same habit with multiple notification times so i can do it several times a day without having to recreate the habit several times. thanks,2
hmm icecream for breakfast  #springtime,1
"There seems to be no way to actually mark a task as complete, so I had to delete the tasks I actually did complete and therefore have not gotten in-game rewards. There is also no way at all to contact support. If you join the Habitat Help Guild that is supposed to allow you to ask questions, there is no obvious way to post a question there. There is a button to leave the guild but not one to post a question. This app is terrible and is a waste of time.",0
Just started but I am interested.,2
  oh man i wanna be in the bay asap! Thank you   Have a great day!,2
Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn`t,0
Bubbletweet hates me,0
I sure do hope it becomes 4:20 this afternoon ...,2
"it might be sunny today, but alas, new product must make it to Etsy!",1
"I tried out several to do apps to replace my sun-setting Wunderlist and liked this one the best. The only feature I'm missing at this point (and it is a big one, thus the 4 instead of 5 stars) is a list of all tasks/to dos. One master list of everything from all other lists is a crucial feature and very much needed! For now I am marking all tasks as important so they are all captured there as a workaround. P.s. I am loving the tags feature, and the audio when you check a task off. So fulfilling!",2
"I need help, the tree does not die if I leave the app. Maybe because I have a Razer phone 2?",1
 I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3,0
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it,0
"This application which I used thoroughly, and this application seriously deserves 5 stars ✨. I have given 4 stars because it don't have multiple user merged account in it. Which helps our 4 members of family to write their to-do in a single place.",2
Looks very appealing and has support on multiple platforms however having basic push notification for individual tasks behind a pay wall is pretty stupid and makes it the app untempting to switch to. I would reconsider if the paywall wasn't a subscription or rather have the reminders as a separate one time purchase.,1
Please reduce the font size in widget so that more items can be shown in a smaller window. There are not so many options so it shouldn't be any issues with click target size etc. Check how Google Calendar widget shows information in agenda mode.,1
"we went, we bought, we conquered! and we came back with the most delicious custard croissant",2
 pshh. Thanks.,2
 i love you <3  host me lmao,2
"Liking it a lot so far, but I don't get it doesn't give a warning ring before tasks I put in. That's kind of the main thing I need it for - to remind me of tasks I had previously put in.",2
melissa_leah: my car wont start.......,0
had a good time at prom. They played Jonas Brothers for me. pretty much made my night...,2
 16lbs is still a huge achievement though,2
Finally off work...long night.  Hangin with ,1
Very flexible and the customization is huge.,2
" Hey babe follow me,love u on da show",2
"Starting maybe in September I've started having issues. I will add an event to the calendar (which is synced to google), but within a few days the event will get cancelled (w/out notice of course). I can appreciate that the problem stems from Google sync. Nonetheless the problem is serious as it has to do with the chore use of the application. Anyway, I personally still use the app as the visualisation is still way better than Google's. So for me that still beats the major con.",1
Enjoying my weekend with my kids!,2
" I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",0
"This is quite frankly the best to-do app I've ever used. It has features I didn't even know I needed, like searching for tasks, or the my day tasks list. It syncs really well and worked even better than I'd hoped. Great Job.",2
ugh! nothing to do in the valley  Seriously gotta move out of here!!!,0
"  I was seeing only one side of it, but it looked interesting.  And deep.",2
Its Great For People Who get distracted easily.,2
"watching Season 2, episode 1 of House before bed... what a great bedtime story",2
So you reskinned LifeRPG? What's different here?,0
 Hi SweetiePie!! It`s Friday night and I`m .... missing my sidekick & his slippers.  It`s just not Friday night w/o him.,0
 That`s good to hear - morning,2
 y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,0
Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,1
Workin.,1
Brothers Bloom won`t be opening this weekend in El Paso.  I`ll just buy Brick and enjoy that until I can watch Brothers Bloom.,2
 yay but you missed naptime,1
"Best to do app I have found so far. MS doesn't always get it right, but they hit it out of the park with this one!",2
talking to my BABE  he`s amazing,2
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,0
This has helped me so much ❤️ I love the app but I swear my coins disappear?!? Anyone else having this issue?,0
Marley crying for more ball throwing....keeps eying me through the door,0
"hmm, anyone else have their iPhone`s earphones` grey rubber disintegrating?",1
The widget is really handy. Seems to work fine thus far.,2
"Shity app. On top of that I subscribed for monthly and they charge me the while year. And when I cancel my subscription , no return policy. My Google reminder app is millions time better.",0
its db un to use,1
"Hello! Your app is amazing! My GF and me installed this app 2 days ago and started to planning task to each other. But i really need a list functional, like add a shopping list or some book list to add in this app. Are you going to add this? Sry for my English, btw:) UPDATE: And i really need a functional to add a checklist in tasks with possibility to mark it's completed. Thank you and your team again for this great app!",2
 hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,2
it makes me want to cry when 2 grown men discuss characters on All My Children.,0
 Cheers. Wish I had more fonts to play with,2
god assignments are stressful ! but its finished now lol and im off to bedd,0
 Pfftt... I wish. Don`t have time though.,1
U-Verse is up and blazing at 25Mbps.  I don`t have anything to download though,1
"Can't sync!! I paid to have the ability to make more tasks, but that's about all it's good for.",0
" Iowa is like that sometimes, it gets frustrating.",0
சிறந்த செயலி. மாற்றத்தை காண வழி,2
" Adem in, adem uit",1
" OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",1
I`ve burnt my collerbone and arms and face! aww!,2
" Happy Birthday!  What`s better than getting birthday greetings from strangers? Very little, that`s what! (I kid!) <3",2
Just finished cleaning the bathroom.  Now I smell like clorox,0
im going to work,1
I meant looking like a tiger - stupid predictive text,0
Any chance of getting a widget for the calendar?????,1
i miss our walks home together,0
 You are welcome.,2
Wait...I thought it was 9:50? Don`t we have till 10?   #sigjeans,1
Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),2
the apartment is starting to feel like mine.,1
Good replacement for Wunderlist. Missing the possibility to create to-do by sending email.,2
New top!  http://tinyurl.com/cyd3pp,1
i can`t sleep.  amp.,0
" haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",0
 Mine too! Hayley is great,2
alone @ home... nice  very nice!!,2
 so I`ve organised a day of indulgence & luxury for her. A pamper day  fingers crossed she likes the surprise..,2
"dont look at my toes... put shoes on, then painted big toe!",1
_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,1
Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I <3 it anyway..,1
waaah.. I can`t open my eyes wider! i wanna go back to sleep but i can`t sleep properly..,0
"What a dreary, rainy, crappy day.",0
" yes! fb, ah i miss you",0
I like this app. I only used it for 5 mins and there are no adverts that ruin your experience. I hope that the developers will continue working on it so that the app will be improved. I would consider paying for the premium features too if the app is good enough.,2
 And you!,1
" i can`t listen to music at work  I probably could try, but then i`ll have to start hunting for a new job on monday",0
_w thank you..,2
working allllllllll weekend..how thrilling..and i have to say bye to goshy on sunday cause she is leaving for poland for 3 months,0
"It's okay, but the tasks are too simple. Not a good way to integrate and organize them.",1
" I`m running out of things to say, and I`m starting to think you`ll hate me for flooding your inbox with 'Philippines tour?'",0
dont wanna work tonight,0
On my flight headed 2 denver...see yall in a min,1
Now have an unpleasant talk w/n-laws 2 look 4ward 2....,0
need a camera blower.. my camera censor is dirteeh..,0
I miss my friends so much,0
Is this offline? Or can you use this even though your not connected to the internet?,1
"I like the app, but for the past day I haven't got any notifications.",0
 i HaVe 2 Get OuT This HoUse,1
 You`re welcome. There!  I added you already!,2
Best to do list app better than anything,2
good day,2
 thank you dearie -- I just followed dome of them on there too!,2
 OH THAT`S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie`s body; & ..... I FORGET!!,2
I hate companies that make you needlessly create accounts. Have a 1 star review as payment for my distaste.,0
"I need to go to ATL, mainly just to go to Ikea.  The stuff I want isn`t available online.",1
 I know. I was hoping to meet you tonite  & I just found out a few min ago that we have a mutual friend Cuong H.,1
Love this app!!,2
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",2
staying home because I`m badass.,2
" You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",2
 don`t make me smite you! and yeah  yeah it really does. No cuties for me,0
It's got a steep learning curve. And I don't think it's got good Documentation & help [FAQs].,1
Awesome app very good at keeping me accountable.,2
Allow notes and tasks sync to Google drive with date & time stamps.,2
" It`s on today`s menu, don`t worry",2
 nothing yet  still looking....but lets for sure do lunch next week!!,2
 what happen to the maids of yours? Quit once again? ...,1
How to change letter style. Can't read sub titles with double lines!,2
Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,2
hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.,1
" thankfully, no  why are you still up??",2
Planning to run riot in Luton today! BA HAA!  Not reeeally  where`s the library in this (****) town though?,1
@ amhzz... did u get an invite? I miss u,0
 Yes we both do win!,2
" But I don`t wanna ruin it  Can`t I do it `spontaneously` first on paper, then copy that spontaneity onto the book? Please?!",1
