Country,ISO3 Code,Date,Price (EUR/MWhe)
Finland,FIN,2018-04-03,43.81
France,FRA,2018-04-03,37.34
Germany,DEU,2018-04-03,37.98
Greece,GRC,2018-04-03,53.3
Hungary,HUN,2018-04-03,40.69
Italy,ITA,2018-04-03,52.89
Latvia,LVA,2018-04-03,45.49
Lithuania,LTU,2018-04-03,45.49
Luxembourg,LUX,2018-04-03,37.98
Montenegro,MNE,2018-04-03,106.38
Netherlands,NLD,2018-04-03,41.37
North Macedonia,MKD,2018-04-03,104.0
Norway,NOR,2018-04-03,43.15
Poland,POL,2018-04-03,45.6
Portugal,PRT,2018-04-03,31.14
Romania,ROU,2018-04-03,38.68
Serbia,SRB,2018-04-03,34.94
Slovakia,SVK,2018-04-03,39.05
Slovenia,SVN,2018-04-03,36.15
Spain,ESP,2018-04-03,31.14
Sweden,SWE,2018-04-03,43.82
Switzerland,CHE,2018-04-03,39.58
United Kingdom,GBR,2018-04-03,54.88
Austria,AUT,2018-04-04,36.1
Belgium,BEL,2018-04-04,36.9
Bulgaria,BGR,2018-04-04,30.57
Croatia,HRV,2018-04-04,36.44
Czechia,CZE,2018-04-04,37.6
Denmark,DNK,2018-04-04,38.7
Estonia,EST,2018-04-04,43.29
Finland,FIN,2018-04-04,43.29
France,FRA,2018-04-04,36.52
Germany,DEU,2018-04-04,38.73
Greece,GRC,2018-04-04,51.58
Hungary,HUN,2018-04-04,37.6
Italy,ITA,2018-04-04,58.89
Latvia,LVA,2018-04-04,43.88
Lithuania,LTU,2018-04-04,43.88
Luxembourg,LUX,2018-04-04,38.73
Montenegro,MNE,2018-04-04,106.38
Netherlands,NLD,2018-04-04,37.09
North Macedonia,MKD,2018-04-04,104.0
Norway,NOR,2018-04-04,42.5
Poland,POL,2018-04-04,48.29
Portugal,PRT,2018-04-04,32.87
Romania,ROU,2018-04-04,34.4
Serbia,SRB,2018-04-04,30.74
Slovakia,SVK,2018-04-04,37.6
Slovenia,SVN,2018-04-04,36.76
Spain,ESP,2018-04-04,32.87
Sweden,SWE,2018-04-04,42.52
Switzerland,CHE,2018-04-04,38.57
United Kingdom,GBR,2018-04-04,58.07
Austria,AUT,2018-04-05,33.94
Belgium,BEL,2018-04-05,39.1
Bulgaria,BGR,2018-04-05,29.72
Croatia,HRV,2018-04-05,37.31
Czechia,CZE,2018-04-05,31.37
Denmark,DNK,2018-04-05,37.46
Estonia,EST,2018-04-05,42.51
Finland,FIN,2018-04-05,42.51
France,FRA,2018-04-05,41.45
Germany,DEU,2018-04-05,36.57
Greece,GRC,2018-04-05,52.81
Hungary,HUN,2018-04-05,31.5
Italy,ITA,2018-04-05,52.11
Latvia,LVA,2018-04-05,44.17
Lithuania,LTU,2018-04-05,44.17
Luxembourg,LUX,2018-04-05,36.57
Montenegro,MNE,2018-04-05,106.38
Netherlands,NLD,2018-04-05,38.71
North Macedonia,MKD,2018-04-05,104.0
Norway,NOR,2018-04-05,42.34
Poland,POL,2018-04-05,45.85
Portugal,PRT,2018-04-05,46.81
Romania,ROU,2018-04-05,31.6
Serbia,SRB,2018-04-05,30.14
Slovakia,SVK,2018-04-05,31.37
Slovenia,SVN,2018-04-05,38.29
Spain,ESP,2018-04-05,46.81
Sweden,SWE,2018-04-05,42.51
Switzerland,CHE,2018-04-05,44.66
United Kingdom,GBR,2018-04-05,55.42
Austria,AUT,2018-04-06,34.84
Belgium,BEL,2018-04-06,36.39
Bulgaria,BGR,2018-04-06,25.1
Croatia,HRV,2018-04-06,38.31
Czechia,CZE,2018-04-06,34.49
Denmark,DNK,2018-04-06,37.12
Estonia,EST,2018-04-06,40.19
Finland,FIN,2018-04-06,40.19
France,FRA,2018-04-06,35.48
Germany,DEU,2018-04-06,37.47
Greece,GRC,2018-04-06,47.06
Hungary,HUN,2018-04-06,34.49
Italy,ITA,2018-04-06,54.42
Latvia,LVA,2018-04-06,40.19
Lithuania,LTU,2018-04-06,40.19
Luxembourg,LUX,2018-04-06,37.47
Montenegro,MNE,2018-04-06,106.38
Netherlands,NLD,2018-04-06,38.39
North Macedonia,MKD,2018-04-06,104.0
Norway,NOR,2018-04-06,40.72
Poland,POL,2018-04-06,49.69
Portugal,PRT,2018-04-06,38.31
Romania,ROU,2018-04-06,33.12
Serbia,SRB,2018-04-06,34.49
Slovakia,SVK,2018-04-06,34.49
Slovenia,SVN,2018-04-06,34.24
Spain,ESP,2018-04-06,38.31
Sweden,SWE,2018-04-06,40.03
Switzerland,CHE,2018-04-06,38.95
United Kingdom,GBR,2018-04-06,57.01
Austria,AUT,2018-04-07,26.13
Belgium,BEL,2018-04-07,28.59
Bulgaria,BGR,2018-04-07,18.94
Croatia,HRV,2018-04-07,23.09
Czechia,CZE,2018-04-07,15.97
Denmark,DNK,2018-04-07,20.78
Estonia,EST,2018-04-07,39.18
Finland,FIN,2018-04-07,39.42
France,FRA,2018-04-07,27.22
Germany,DEU,2018-04-07,28.76
Greece,GRC,2018-04-07,36.56
Hungary,HUN,2018-04-07,15.98
Italy,ITA,2018-04-07,49.79
Latvia,LVA,2018-04-07,39.05
Lithuania,LTU,2018-04-07,39.05
Luxembourg,LUX,2018-04-07,28.76
Montenegro,MNE,2018-04-07,106.38
Netherlands,NLD,2018-04-07,38.05
North Macedonia,MKD,2018-04-07,104.0
Norway,NOR,2018-04-07,39.37
Poland,POL,2018-04-07,39.71
Portugal,PRT,2018-04-07,41.64
Romania,ROU,2018-04-07,5.99
Serbia,SRB,2018-04-07,18.21
Slovakia,SVK,2018-04-07,15.97
Slovenia,SVN,2018-04-07,21.94
Spain,ESP,2018-04-07,41.64
Sweden,SWE,2018-04-07,39.42
Switzerland,CHE,2018-04-07,27.03
United Kingdom,GBR,2018-04-07,53.48
Austria,AUT,2018-04-08,29.83
Belgium,BEL,2018-04-08,25.39
Bulgaria,BGR,2018-04-08,15.92
Croatia,HRV,2018-04-08,21.68
Czechia,CZE,2018-04-08,23.99
Denmark,DNK,2018-04-08,38.8
Estonia,EST,2018-04-08,39.07
Finland,FIN,2018-04-08,39.46
France,FRA,2018-04-08,24.67
Germany,DEU,2018-04-08,32.46
Greece,GRC,2018-04-08,35.37
Hungary,HUN,2018-04-08,22.95
Italy,ITA,2018-04-08,40.22
Latvia,LVA,2018-04-08,38.59
Lithuania,LTU,2018-04-08,38.59
Luxembourg,LUX,2018-04-08,32.46
Montenegro,MNE,2018-04-08,106.38
Netherlands,NLD,2018-04-08,29.74
North Macedonia,MKD,2018-04-08,104.0
Norway,NOR,2018-04-08,39.46
Poland,POL,2018-04-08,36.14
Portugal,PRT,2018-04-08,33.4
Romania,ROU,2018-04-08,3.06
Serbia,SRB,2018-04-08,20.76
Slovakia,SVK,2018-04-08,22.95
Slovenia,SVN,2018-04-08,24.1
Spain,ESP,2018-04-08,33.79
Sweden,SWE,2018-04-08,39.46
Switzerland,CHE,2018-04-08,25.15
United Kingdom,GBR,2018-04-08,58.1
Austria,AUT,2018-04-09,38.9
Belgium,BEL,2018-04-09,45.1
Bulgaria,BGR,2018-04-09,25.29
Croatia,HRV,2018-04-09,38.24
Czechia,CZE,2018-04-09,40.24
Denmark,DNK,2018-04-09,42.83
Estonia,EST,2018-04-09,43.24
Finland,FIN,2018-04-09,43.15
France,FRA,2018-04-09,44.65
Germany,DEU,2018-04-09,41.52
Greece,GRC,2018-04-09,52.18
Hungary,HUN,2018-04-09,38.22
Italy,ITA,2018-04-09,55.67
Latvia,LVA,2018-04-09,42.7
Lithuania,LTU,2018-04-09,42.7
Luxembourg,LUX,2018-04-09,41.52
Montenegro,MNE,2018-04-09,106.38
Netherlands,NLD,2018-04-09,45.9
North Macedonia,MKD,2018-04-09,104.0
Norway,NOR,2018-04-09,43.18
Poland,POL,2018-04-09,47.76
Portugal,PRT,2018-04-09,48.96
Romania,ROU,2018-04-09,16.03
Serbia,SRB,2018-04-09,21.69
Slovakia,SVK,2018-04-09,39.23
Slovenia,SVN,2018-04-09,42.22
Spain,ESP,2018-04-09,49.11
Sweden,SWE,2018-04-09,43.15
Switzerland,CHE,2018-04-09,41.08
United Kingdom,GBR,2018-04-09,57.29
Austria,AUT,2018-04-10,35.23
Belgium,BEL,2018-04-10,44.08
Bulgaria,BGR,2018-04-10,38.64
Croatia,HRV,2018-04-10,47.52
Czechia,CZE,2018-04-10,36.25
Denmark,DNK,2018-04-10,35.02
Estonia,EST,2018-04-10,41.77
Finland,FIN,2018-04-10,41.18
France,FRA,2018-04-10,41.45
Germany,DEU,2018-04-10,37.86
Greece,GRC,2018-04-10,52.87
Hungary,HUN,2018-04-10,36.49
Italy,ITA,2018-04-10,53.46
Latvia,LVA,2018-04-10,41.01
Lithuania,LTU,2018-04-10,41.01
Luxembourg,LUX,2018-04-10,37.86
Montenegro,MNE,2018-04-10,106.38
Netherlands,NLD,2018-04-10,45.37
North Macedonia,MKD,2018-04-10,104.0
Norway,NOR,2018-04-10,40.35
Poland,POL,2018-04-10,46.49
Portugal,PRT,2018-04-10,44.82
Romania,ROU,2018-04-10,36.47
Serbia,SRB,2018-04-10,34.7
Slovakia,SVK,2018-04-10,36.25
Slovenia,SVN,2018-04-10,35.02
Spain,ESP,2018-04-10,46.39
Sweden,SWE,2018-04-10,40.73
Switzerland,CHE,2018-04-10,40.86
United Kingdom,GBR,2018-04-10,62.43
Austria,AUT,2018-04-11,33.59
Belgium,BEL,2018-04-11,43.61
Bulgaria,BGR,2018-04-11,26.04
Croatia,HRV,2018-04-11,38.17
Czechia,CZE,2018-04-11,34.06
Denmark,DNK,2018-04-11,31.72
Estonia,EST,2018-04-11,40.62
Finland,FIN,2018-04-11,41.11
France,FRA,2018-04-11,39.57
Germany,DEU,2018-04-11,36.21
Greece,GRC,2018-04-11,53.6
Hungary,HUN,2018-04-11,34.47
Italy,ITA,2018-04-11,57.52
Latvia,LVA,2018-04-11,40.42
Lithuania,LTU,2018-04-11,40.42
Luxembourg,LUX,2018-04-11,36.21
Montenegro,MNE,2018-04-11,106.38
Netherlands,NLD,2018-04-11,44.6
North Macedonia,MKD,2018-04-11,104.0
Norway,NOR,2018-04-11,40.69
Poland,POL,2018-04-11,43.39
Portugal,PRT,2018-04-11,40.31
Romania,ROU,2018-04-11,34.47
Serbia,SRB,2018-04-11,34.05
Slovakia,SVK,2018-04-11,34.06
Slovenia,SVN,2018-04-11,32.53
Spain,ESP,2018-04-11,40.31
Sweden,SWE,2018-04-11,41.11
Switzerland,CHE,2018-04-11,39.05
United Kingdom,GBR,2018-04-11,57.16
Austria,AUT,2018-04-12,32.84
Belgium,BEL,2018-04-12,48.78
Bulgaria,BGR,2018-04-12,30.84
Croatia,HRV,2018-04-12,27.56
Czechia,CZE,2018-04-12,29.21
Denmark,DNK,2018-04-12,30.11
Estonia,EST,2018-04-12,39.9
Finland,FIN,2018-04-12,40.71
France,FRA,2018-04-12,45.02
Germany,DEU,2018-04-12,35.47
Greece,GRC,2018-04-12,53.41
Hungary,HUN,2018-04-12,29.48
Italy,ITA,2018-04-12,55.09
Latvia,LVA,2018-04-12,39.9
Lithuania,LTU,2018-04-12,39.9
Luxembourg,LUX,2018-04-12,35.47
Montenegro,MNE,2018-04-12,106.38
Netherlands,NLD,2018-04-12,46.28
North Macedonia,MKD,2018-04-12,104.0
Norway,NOR,2018-04-12,40.23
Poland,POL,2018-04-12,44.21
Portugal,PRT,2018-04-12,47.26
Romania,ROU,2018-04-12,29.47
Serbia,SRB,2018-04-12,30.8
Slovakia,SVK,2018-04-12,29.21
Slovenia,SVN,2018-04-12,30.23
Spain,ESP,2018-04-12,49.94
Sweden,SWE,2018-04-12,40.61
Switzerland,CHE,2018-04-12,41.93
United Kingdom,GBR,2018-04-12,58.65
Austria,AUT,2018-04-13,37.08
Belgium,BEL,2018-04-13,46.84
Bulgaria,BGR,2018-04-13,31.55
Croatia,HRV,2018-04-13,37.76
Czechia,CZE,2018-04-13,38.76
Denmark,DNK,2018-04-13,37.21
Estonia,EST,2018-04-13,38.9
Finland,FIN,2018-04-13,39.41
France,FRA,2018-04-13,44.62
Germany,DEU,2018-04-13,39.7
Greece,GRC,2018-04-13,52.76
Hungary,HUN,2018-04-13,38.76
Italy,ITA,2018-04-13,55.2
Latvia,LVA,2018-04-13,38.9
Lithuania,LTU,2018-04-13,38.9
Luxembourg,LUX,2018-04-13,39.7
Montenegro,MNE,2018-04-13,106.38
Netherlands,NLD,2018-04-13,46.77
North Macedonia,MKD,2018-04-13,104.0
Norway,NOR,2018-04-13,39.63
Poland,POL,2018-04-13,41.81
Portugal,PRT,2018-04-13,57.78
Romania,ROU,2018-04-13,36.3
Serbia,SRB,2018-04-13,36.25
Slovakia,SVK,2018-04-13,38.76
Slovenia,SVN,2018-04-13,38.71
Spain,ESP,2018-04-13,58.76
Sweden,SWE,2018-04-13,39.32
Switzerland,CHE,2018-04-13,45.77
United Kingdom,GBR,2018-04-13,61.67
Austria,AUT,2018-04-14,35.52
Belgium,BEL,2018-04-14,37.47
Bulgaria,BGR,2018-04-14,25.52
Croatia,HRV,2018-04-14,35.3
Czechia,CZE,2018-04-14,32.63
Denmark,DNK,2018-04-14,37.67
Estonia,EST,2018-04-14,38.26
Finland,FIN,2018-04-14,38.26
France,FRA,2018-04-14,36.65
Germany,DEU,2018-04-14,38.15
Greece,GRC,2018-04-14,49.82
Hungary,HUN,2018-04-14,32.63
Italy,ITA,2018-04-14,43.94
Latvia,LVA,2018-04-14,38.26
Lithuania,LTU,2018-04-14,38.26
Luxembourg,LUX,2018-04-14,38.15
Montenegro,MNE,2018-04-14,106.38
Netherlands,NLD,2018-04-14,37.49
North Macedonia,MKD,2018-04-14,104.0
Norway,NOR,2018-04-14,39.31
Poland,POL,2018-04-14,39.2
Portugal,PRT,2018-04-14,48.38
Romania,ROU,2018-04-14,31.78
Serbia,SRB,2018-04-14,30.64
Slovakia,SVK,2018-04-14,32.63
Slovenia,SVN,2018-04-14,35.59
Spain,ESP,2018-04-14,48.58
Sweden,SWE,2018-04-14,38.26
Switzerland,CHE,2018-04-14,34.61
United Kingdom,GBR,2018-04-14,67.94
Austria,AUT,2018-04-15,33.61
Belgium,BEL,2018-04-15,41.84
Bulgaria,BGR,2018-04-15,22.98
Croatia,HRV,2018-04-15,32.37
Czechia,CZE,2018-04-15,30.11
Denmark,DNK,2018-04-15,38.53
Estonia,EST,2018-04-15,39.76
Finland,FIN,2018-04-15,39.76
France,FRA,2018-04-15,26.38
Germany,DEU,2018-04-15,36.24
Greece,GRC,2018-04-15,42.95
Hungary,HUN,2018-04-15,30.0
Italy,ITA,2018-04-15,48.13
Latvia,LVA,2018-04-15,39.76
Lithuania,LTU,2018-04-15,39.76
Luxembourg,LUX,2018-04-15,36.24
Montenegro,MNE,2018-04-15,106.38
Netherlands,NLD,2018-04-15,36.91
North Macedonia,MKD,2018-04-15,104.0
Norway,NOR,2018-04-15,39.76
Poland,POL,2018-04-15,39.54
Portugal,PRT,2018-04-15,38.56
Romania,ROU,2018-04-15,15.79
Serbia,SRB,2018-04-15,25.1
Slovakia,SVK,2018-04-15,30.0
Slovenia,SVN,2018-04-15,31.62
Spain,ESP,2018-04-15,38.21
Sweden,SWE,2018-04-15,39.76
Switzerland,CHE,2018-04-15,32.36
United Kingdom,GBR,2018-04-15,60.14
Austria,AUT,2018-04-16,41.09
Belgium,BEL,2018-04-16,46.74
Bulgaria,BGR,2018-04-16,25.47
Croatia,HRV,2018-04-16,46.35
Czechia,CZE,2018-04-16,46.43
Denmark,DNK,2018-04-16,47.37
Estonia,EST,2018-04-16,47.65
Finland,FIN,2018-04-16,47.76
France,FRA,2018-04-16,46.74
Germany,DEU,2018-04-16,43.72
Greece,GRC,2018-04-16,54.92
Hungary,HUN,2018-04-16,46.15
Italy,ITA,2018-04-16,55.44
Latvia,LVA,2018-04-16,47.65
Lithuania,LTU,2018-04-16,47.65
Luxembourg,LUX,2018-04-16,43.72
Montenegro,MNE,2018-04-16,106.38
Netherlands,NLD,2018-04-16,46.74
North Macedonia,MKD,2018-04-16,104.0
Norway,NOR,2018-04-16,45.52
Poland,POL,2018-04-16,50.35
Portugal,PRT,2018-04-16,48.27
Romania,ROU,2018-04-16,27.11
Serbia,SRB,2018-04-16,24.51
Slovakia,SVK,2018-04-16,46.43
Slovenia,SVN,2018-04-16,46.67
Spain,ESP,2018-04-16,48.4
Sweden,SWE,2018-04-16,47.76
Switzerland,CHE,2018-04-16,45.48
United Kingdom,GBR,2018-04-16,58.02
Austria,AUT,2018-04-17,39.47
Belgium,BEL,2018-04-17,43.59
Bulgaria,BGR,2018-04-17,34.68
Croatia,HRV,2018-04-17,48.07
Czechia,CZE,2018-04-17,44.07
Denmark,DNK,2018-04-17,42.92
Estonia,EST,2018-04-17,43.76
Finland,FIN,2018-04-17,44.15
France,FRA,2018-04-17,43.55
Germany,DEU,2018-04-17,42.1
Greece,GRC,2018-04-17,54.77
Hungary,HUN,2018-04-17,44.06
Italy,ITA,2018-04-17,51.98
Latvia,LVA,2018-04-17,43.76
Lithuania,LTU,2018-04-17,43.76
Luxembourg,LUX,2018-04-17,42.1
Montenegro,MNE,2018-04-17,106.38
Netherlands,NLD,2018-04-17,43.77
North Macedonia,MKD,2018-04-17,104.0
Norway,NOR,2018-04-17,42.45
Poland,POL,2018-04-17,48.06
Portugal,PRT,2018-04-17,52.46
Romania,ROU,2018-04-17,38.78
Serbia,SRB,2018-04-17,35.09
Slovakia,SVK,2018-04-17,44.07
Slovenia,SVN,2018-04-17,43.42
Spain,ESP,2018-04-17,52.59
Sweden,SWE,2018-04-17,44.02
Switzerland,CHE,2018-04-17,44.61
United Kingdom,GBR,2018-04-17,59.71
Austria,AUT,2018-04-18,38.3
Belgium,BEL,2018-04-18,41.44
Bulgaria,BGR,2018-04-18,29.59
Croatia,HRV,2018-04-18,41.6
Czechia,CZE,2018-04-18,40.92
Denmark,DNK,2018-04-18,41.44
Estonia,EST,2018-04-18,42.31
Finland,FIN,2018-04-18,42.31
France,FRA,2018-04-18,41.05
Germany,DEU,2018-04-18,40.93
Greece,GRC,2018-04-18,52.47
Hungary,HUN,2018-04-18,40.96
Italy,ITA,2018-04-18,48.58
Latvia,LVA,2018-04-18,42.31
Lithuania,LTU,2018-04-18,42.31
Luxembourg,LUX,2018-04-18,40.93
Montenegro,MNE,2018-04-18,106.38
Netherlands,NLD,2018-04-18,41.35
North Macedonia,MKD,2018-04-18,104.0
Norway,NOR,2018-04-18,41.42
Poland,POL,2018-04-18,47.58
Portugal,PRT,2018-04-18,50.56
Romania,ROU,2018-04-18,39.2
Serbia,SRB,2018-04-18,37.36
Slovakia,SVK,2018-04-18,40.96
Slovenia,SVN,2018-04-18,41.16
Spain,ESP,2018-04-18,50.74
Sweden,SWE,2018-04-18,41.43
Switzerland,CHE,2018-04-18,40.84
United Kingdom,GBR,2018-04-18,54.97
Austria,AUT,2018-04-19,37.55
Belgium,BEL,2018-04-19,42.05
Bulgaria,BGR,2018-04-19,26.07
Croatia,HRV,2018-04-19,39.03
Czechia,CZE,2018-04-19,39.22
Denmark,DNK,2018-04-19,39.6
Estonia,EST,2018-04-19,39.57
Finland,FIN,2018-04-19,39.57
France,FRA,2018-04-19,40.21
Germany,DEU,2018-04-19,40.18
Greece,GRC,2018-04-19,51.05
Hungary,HUN,2018-04-19,39.16
Italy,ITA,2018-04-19,45.55
Latvia,LVA,2018-04-19,39.57
Lithuania,LTU,2018-04-19,39.57
Luxembourg,LUX,2018-04-19,40.18
Montenegro,MNE,2018-04-19,106.38
Netherlands,NLD,2018-04-19,42.65
North Macedonia,MKD,2018-04-19,104.0
Norway,NOR,2018-04-19,39.63
Poland,POL,2018-04-19,49.08
Portugal,PRT,2018-04-19,45.8
Romania,ROU,2018-04-19,22.67
Serbia,SRB,2018-04-19,30.72
Slovakia,SVK,2018-04-19,39.22
Slovenia,SVN,2018-04-19,39.66
Spain,ESP,2018-04-19,45.59
Sweden,SWE,2018-04-19,39.57
Switzerland,CHE,2018-04-19,38.75
United Kingdom,GBR,2018-04-19,56.73
Austria,AUT,2018-04-20,37.04
Belgium,BEL,2018-04-20,41.87
Bulgaria,BGR,2018-04-20,25.35
Croatia,HRV,2018-04-20,41.96
Czechia,CZE,2018-04-20,38.37
Denmark,DNK,2018-04-20,37.3
Estonia,EST,2018-04-20,36.12
Finland,FIN,2018-04-20,36.12
France,FRA,2018-04-20,39.06
Germany,DEU,2018-04-20,39.67
Greece,GRC,2018-04-20,48.05
Hungary,HUN,2018-04-20,38.07
Italy,ITA,2018-04-20,45.82
Latvia,LVA,2018-04-20,36.12
Lithuania,LTU,2018-04-20,37.16
Luxembourg,LUX,2018-04-20,39.67
Montenegro,MNE,2018-04-20,106.38
Netherlands,NLD,2018-04-20,41.93
North Macedonia,MKD,2018-04-20,104.0
Norway,NOR,2018-04-20,36.47
Poland,POL,2018-04-20,47.45
Portugal,PRT,2018-04-20,40.34
Romania,ROU,2018-04-20,14.62
Serbia,SRB,2018-04-20,31.96
Slovakia,SVK,2018-04-20,38.37
Slovenia,SVN,2018-04-20,38.63
Spain,ESP,2018-04-20,40.67
Sweden,SWE,2018-04-20,36.31
Switzerland,CHE,2018-04-20,38.27
United Kingdom,GBR,2018-04-20,58.54
Austria,AUT,2018-04-21,32.39
Belgium,BEL,2018-04-21,39.59
Bulgaria,BGR,2018-04-21,25.33
Croatia,HRV,2018-04-21,31.83
Czechia,CZE,2018-04-21,30.27
Denmark,DNK,2018-04-21,31.42
Estonia,EST,2018-04-21,31.74
Finland,FIN,2018-04-21,31.74
France,FRA,2018-04-21,24.16
Germany,DEU,2018-04-21,35.02
Greece,GRC,2018-04-21,46.16
Hungary,HUN,2018-04-21,30.33
Italy,ITA,2018-04-21,49.2
Latvia,LVA,2018-04-21,31.74
Lithuania,LTU,2018-04-21,31.74
Luxembourg,LUX,2018-04-21,35.02
Montenegro,MNE,2018-04-21,106.38
Netherlands,NLD,2018-04-21,35.84
North Macedonia,MKD,2018-04-21,104.0
Norway,NOR,2018-04-21,32.46
Poland,POL,2018-04-21,38.68
Portugal,PRT,2018-04-21,38.47
Romania,ROU,2018-04-21,25.66
Serbia,SRB,2018-04-21,29.79
Slovakia,SVK,2018-04-21,30.27
Slovenia,SVN,2018-04-21,29.33
Spain,ESP,2018-04-21,38.47
Sweden,SWE,2018-04-21,31.74
Switzerland,CHE,2018-04-21,31.21
United Kingdom,GBR,2018-04-21,57.71
Austria,AUT,2018-04-22,26.73
Belgium,BEL,2018-04-22,19.41
Bulgaria,BGR,2018-04-22,26.72
Croatia,HRV,2018-04-22,20.4
Czechia,CZE,2018-04-22,19.24
Denmark,DNK,2018-04-22,33.23
Estonia,EST,2018-04-22,34.54
Finland,FIN,2018-04-22,34.54
France,FRA,2018-04-22,15.41
Germany,DEU,2018-04-22,29.36
Greece,GRC,2018-04-22,55.04
Hungary,HUN,2018-04-22,19.32
Italy,ITA,2018-04-22,46.68
Latvia,LVA,2018-04-22,34.54
Lithuania,LTU,2018-04-22,34.96
Luxembourg,LUX,2018-04-22,29.36
Montenegro,MNE,2018-04-22,106.38
Netherlands,NLD,2018-04-22,20.33
North Macedonia,MKD,2018-04-22,104.0
Norway,NOR,2018-04-22,34.79
Poland,POL,2018-04-22,37.84
Portugal,PRT,2018-04-22,42.63
Romania,ROU,2018-04-22,17.07
Serbia,SRB,2018-04-22,22.02
Slovakia,SVK,2018-04-22,19.24
Slovenia,SVN,2018-04-22,18.01
Spain,ESP,2018-04-22,41.69
Sweden,SWE,2018-04-22,34.54
Switzerland,CHE,2018-04-22,18.37
United Kingdom,GBR,2018-04-22,57.16
Austria,AUT,2018-04-23,34.55
Belgium,BEL,2018-04-23,36.44
Bulgaria,BGR,2018-04-23,28.8
Croatia,HRV,2018-04-23,41.58
Czechia,CZE,2018-04-23,33.75
Denmark,DNK,2018-04-23,32.32
Estonia,EST,2018-04-23,42.53
Finland,FIN,2018-04-23,43.58
France,FRA,2018-04-23,35.23
Germany,DEU,2018-04-23,37.18
Greece,GRC,2018-04-23,54.08
Hungary,HUN,2018-04-23,34.53
Italy,ITA,2018-04-23,48.42
Latvia,LVA,2018-04-23,42.53
Lithuania,LTU,2018-04-23,42.9
Luxembourg,LUX,2018-04-23,37.18
Montenegro,MNE,2018-04-23,106.38
Netherlands,NLD,2018-04-23,40.62
North Macedonia,MKD,2018-04-23,104.0
Norway,NOR,2018-04-23,35.52
Poland,POL,2018-04-23,44.12
Portugal,PRT,2018-04-23,49.76
Romania,ROU,2018-04-23,33.8
Serbia,SRB,2018-04-23,31.16
Slovakia,SVK,2018-04-23,33.75
Slovenia,SVN,2018-04-23,33.86
Spain,ESP,2018-04-23,49.76
Sweden,SWE,2018-04-23,34.59
Switzerland,CHE,2018-04-23,33.36
United Kingdom,GBR,2018-04-23,54.63
Austria,AUT,2018-04-24,34.71
Belgium,BEL,2018-04-24,37.24
Bulgaria,BGR,2018-04-24,39.99
Croatia,HRV,2018-04-24,34.47
Czechia,CZE,2018-04-24,34.45
Denmark,DNK,2018-04-24,32.56
Estonia,EST,2018-04-24,35.95
Finland,FIN,2018-04-24,35.95
France,FRA,2018-04-24,35.28
Germany,DEU,2018-04-24,37.34
Greece,GRC,2018-04-24,56.07
Hungary,HUN,2018-04-24,34.52
Italy,ITA,2018-04-24,54.95
Latvia,LVA,2018-04-24,35.95
Lithuania,LTU,2018-04-24,36.8
Luxembourg,LUX,2018-04-24,37.34
Montenegro,MNE,2018-04-24,106.38
Netherlands,NLD,2018-04-24,41.68
North Macedonia,MKD,2018-04-24,104.0
Norway,NOR,2018-04-24,35.37
Poland,POL,2018-04-24,45.27
Portugal,PRT,2018-04-24,48.25
Romania,ROU,2018-04-24,33.55
Serbia,SRB,2018-04-24,31.62
Slovakia,SVK,2018-04-24,34.45
Slovenia,SVN,2018-04-24,33.98
Spain,ESP,2018-04-24,48.25
Sweden,SWE,2018-04-24,34.34
Switzerland,CHE,2018-04-24,34.53
United Kingdom,GBR,2018-04-24,53.57
Austria,AUT,2018-04-25,31.27
Belgium,BEL,2018-04-25,37.33
Bulgaria,BGR,2018-04-25,42.55
Croatia,HRV,2018-04-25,27.32
Czechia,CZE,2018-04-25,29.0
Denmark,DNK,2018-04-25,35.07
Estonia,EST,2018-04-25,41.3
Finland,FIN,2018-04-25,41.3
France,FRA,2018-04-25,28.29
Germany,DEU,2018-04-25,33.9
Greece,GRC,2018-04-25,54.4
Hungary,HUN,2018-04-25,29.0
Italy,ITA,2018-04-25,41.73
Latvia,LVA,2018-04-25,41.96
Lithuania,LTU,2018-04-25,41.96
Luxembourg,LUX,2018-04-25,33.9
Montenegro,MNE,2018-04-25,106.38
Netherlands,NLD,2018-04-25,38.26
North Macedonia,MKD,2018-04-25,104.0
Norway,NOR,2018-04-25,36.81
Poland,POL,2018-04-25,49.61
Portugal,PRT,2018-04-25,45.49
Romania,ROU,2018-04-25,29.04
Serbia,SRB,2018-04-25,28.43
Slovakia,SVK,2018-04-25,29.0
Slovenia,SVN,2018-04-25,27.1
Spain,ESP,2018-04-25,45.33
Sweden,SWE,2018-04-25,36.63
Switzerland,CHE,2018-04-25,27.81
United Kingdom,GBR,2018-04-25,58.79
Austria,AUT,2018-04-26,33.36
Belgium,BEL,2018-04-26,35.17
Bulgaria,BGR,2018-04-26,37.28
Croatia,HRV,2018-04-26,31.73
Czechia,CZE,2018-04-26,33.3
Denmark,DNK,2018-04-26,34.87
Estonia,EST,2018-04-26,41.59
Finland,FIN,2018-04-26,41.85
France,FRA,2018-04-26,32.51
Germany,DEU,2018-04-26,35.99
Greece,GRC,2018-04-26,58.8
Hungary,HUN,2018-04-26,33.79
Italy,ITA,2018-04-26,50.75
Latvia,LVA,2018-04-26,41.59
Lithuania,LTU,2018-04-26,42.94
